"";"Date";"Brand";"Film.Code";"Ratecard.Duration";"Metric";"Value"
"379";"2018-11-28";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";1447414,177
"380";"2018-11-28";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";39,95
"381";"2018-11-29";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";1468669,185
"382";"2018-11-29";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";35,33
"383";"2018-11-30";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";1363949,391
"384";"2018-11-30";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";28,15
"385";"2018-12-01";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";1106539,153
"386";"2018-12-01";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";41,02
"387";"2018-12-02";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";1147701,29
"388";"2018-12-02";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";28,86
"389";"2018-12-03";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";957892,3434
"390";"2018-12-03";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";26,88
"391";"2018-12-04";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";732036,2868
"392";"2018-12-04";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";18,07
"393";"2018-12-05";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";333893,7051
"394";"2018-12-05";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";10,04
"395";"2018-12-05";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";964251,5652
"396";"2018-12-05";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";33,38
"397";"2018-12-06";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";767772,3484
"398";"2018-12-06";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";22,08
"399";"2018-12-06";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"Cost";61587,68062
"400";"2018-12-06";"Hebe";"Hebe drogerie pani w czapce prezenty/ wszystkie zapachy -60% 29.11-06.12 www 151118";15;"TRP";0,43
"401";"2018-12-07";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";1065342,455
"402";"2018-12-07";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";28,65
"403";"2018-12-08";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";783601,2809
"404";"2018-12-08";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";22,87
"405";"2018-12-08";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";189473,2108
"406";"2018-12-08";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";9,58
"407";"2018-12-09";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";820996,2699
"408";"2018-12-09";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";24,28
"409";"2018-12-09";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";127130,1257
"410";"2018-12-09";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";3,8
"411";"2018-12-10";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";1033131,614
"412";"2018-12-10";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";27,85
"413";"2018-12-10";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";255237,8337
"414";"2018-12-10";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";12,2
"415";"2018-12-11";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";1057186,062
"416";"2018-12-11";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";27,27
"417";"2018-12-11";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";245506,4469
"418";"2018-12-11";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";7,54
"419";"2018-12-12";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";1144383,435
"420";"2018-12-12";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";21,77
"421";"2018-12-12";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";344419,9946
"422";"2018-12-12";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";10,33
"423";"2018-12-13";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"Cost";88787,17817
"424";"2018-12-13";"Hebe";"Hebe drogerie pani w czapce prezenty do 40% loreal garnier maybelline mixa 151218";15;"TRP";0,98
"425";"2018-12-13";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"Cost";1146733,582
"426";"2018-12-13";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"TRP";27,57
"427";"2018-12-13";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";583705,4636
"428";"2018-12-13";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";13,49
"429";"2018-12-14";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"Cost";1115421,327
"430";"2018-12-14";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"TRP";24,94
"431";"2018-12-14";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";493456,8494
"432";"2018-12-14";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";17,01
"433";"2018-12-15";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"Cost";1137402,115
"434";"2018-12-15";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"TRP";28,23
"435";"2018-12-15";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";435912,8044
"436";"2018-12-15";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";12,18
"437";"2018-12-16";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"Cost";1117771,474
"438";"2018-12-16";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"TRP";39,42
"439";"2018-12-16";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";410095,7463
"440";"2018-12-16";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";13,51
"441";"2018-12-17";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"Cost";1285150,339
"442";"2018-12-17";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"TRP";43,58
"443";"2018-12-17";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";439600,9555
"444";"2018-12-17";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";17,45
"445";"2018-12-18";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"Cost";1219899,193
"446";"2018-12-18";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"TRP";33,7
"447";"2018-12-18";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";450087,7467
"448";"2018-12-18";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";17,09
"449";"2018-12-19";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"Cost";99362,8405
"450";"2018-12-19";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"TRP";0,29
"451";"2018-12-19";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";443244,6711
"452";"2018-12-19";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";14,67
"453";"2018-12-20";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"Cost";27856,15633
"454";"2018-12-20";"Hebe";"Hebe drogerie pani w czapce produkty naturalne -50% 151218";15;"TRP";0
"455";"2018-12-20";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"Cost";1275818,872
"456";"2018-12-20";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"TRP";42,91
"457";"2018-12-20";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"Cost";27994,40028
"458";"2018-12-20";"Loreal";"Loreal elseve maska kokosowa pani myje rozczesuje wlosy koniec 5op. /happy days hebe 201218";20;"TRP";0,55
"459";"2018-12-21";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"Cost";979320,156
"460";"2018-12-21";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"TRP";32,42
"461";"2018-12-22";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"Cost";1099246,784
"462";"2018-12-22";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"TRP";26,43
"463";"2018-12-23";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"Cost";943031,1186
"464";"2018-12-23";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"TRP";34,22
"465";"2018-12-24";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"Cost";77831,34498
"466";"2018-12-24";"Hebe";"Hebe drogerie pani w czapce wszystkie zestawy swiateczne -50% 151218";15;"TRP";0,11
"467";"2019-01-06";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";310900,7735
"468";"2019-01-06";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";11,84
"469";"2019-01-07";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";235508,4468
"470";"2019-01-07";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";9,76
"471";"2019-01-08";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";573564,2823
"472";"2019-01-08";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";17,58
"473";"2019-01-09";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";218227,9528
"474";"2019-01-09";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";6,01
"475";"2019-01-10";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";168460,1301
"476";"2019-01-10";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";8,52
"477";"2019-01-11";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";271106,2644
"478";"2019-01-11";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";14,97
"479";"2019-01-12";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";491506,6222
"480";"2019-01-12";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";14,79
"481";"2019-01-13";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";283943,2028
"482";"2019-01-13";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";5,99
"483";"2019-01-14";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";178680,308
"484";"2019-01-14";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";8,1
"485";"2019-01-15";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";275204,2102
"486";"2019-01-15";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";8,15
"487";"2019-01-16";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";72429,95628
"488";"2019-01-16";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";2,12
"489";"2019-01-17";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";12046,97296
"490";"2019-01-17";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";0
"491";"2019-01-18";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";3949,8272
"492";"2019-01-18";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";0
"493";"2019-01-19";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";3949,8272
"494";"2019-01-19";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";0
"495";"2019-01-20";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";3949,8272
"496";"2019-01-20";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";0
"497";"2019-01-24";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";69862,5686
"498";"2019-01-24";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";1,59
"499";"2019-01-25";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";104472,9294
"500";"2019-01-25";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";2,95
"501";"2019-01-26";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";213735,0244
"502";"2019-01-26";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";6,35
"503";"2019-01-27";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";309172,7241
"504";"2019-01-27";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";7,66
"505";"2019-01-28";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";264687,7952
"506";"2019-01-28";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";6,4
"507";"2019-01-29";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";305025,4055
"508";"2019-01-29";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";12,07
"509";"2019-01-30";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";513329,4175
"510";"2019-01-30";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";11,73
"511";"2019-01-31";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";265773,9977
"512";"2019-01-31";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";12,17
"513";"2019-02-01";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"Cost";24538,30148
"514";"2019-02-01";"Lidl";"Lidl sklep lidl buduje sie eko m. heberle 300119";30;"TRP";0,45
"515";"2019-03-15";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";518464,1928
"516";"2019-03-15";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";20,66
"517";"2019-03-16";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";1338250,828
"518";"2019-03-16";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";44,63
"519";"2019-03-17";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";625751,3742
"520";"2019-03-17";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";26,68
"521";"2019-03-18";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";410238,9276
"522";"2019-03-18";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";13,69
"523";"2019-03-19";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";916211,7919
"524";"2019-03-19";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";27,04
"525";"2019-03-20";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";459364,9034
"526";"2019-03-20";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";16,81
"527";"2019-03-21";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";367482,0481
"528";"2019-03-21";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";10,96
"529";"2019-03-22";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";527993,151
"530";"2019-03-22";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";16,27
"531";"2019-03-23";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";935714,0637
"532";"2019-03-23";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";32,88
"533";"2019-03-24";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";1143672,466
"534";"2019-03-24";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";28,53
"535";"2019-03-25";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";382886,3742
"536";"2019-03-25";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";9,88
"537";"2019-03-26";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";696650,7724
"538";"2019-03-26";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";21,52
"539";"2019-03-27";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";390786,0286
"540";"2019-03-27";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";11,38
"541";"2019-03-28";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"Cost";25575,13112
"542";"2019-03-28";"Nivea od 2007";"Nivea black&white invisible silky smooth 2op kobieta nowosc kobieta goli pache/wyraz swoj styl paprocki brzozowski/hebe 300319";30;"TRP";0
"543";"2019-04-01";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"Cost";346893,5738
"544";"2019-04-01";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"TRP";8,73
"545";"2019-04-02";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"Cost";336574,6503
"546";"2019-04-02";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"TRP";7,35
"547";"2019-04-03";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"Cost";627331,305
"548";"2019-04-03";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"TRP";12,08
"549";"2019-04-04";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"Cost";564578,4254
"550";"2019-04-04";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"TRP";14,11
"551";"2019-04-05";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"Cost";316084,9217
"552";"2019-04-05";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"TRP";3,35
"553";"2019-04-06";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"Cost";712795,6911
"554";"2019-04-06";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"TRP";27,32
"555";"2019-04-07";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"Cost";282659,509
"556";"2019-04-07";"Loreal";"Loreal revitalift laser x 3 krem na dzien e.longoria wykres slupki rosna do gory 3 op / w promocyjnych cenach w hebe 300419";30;"TRP";4,13
"557";"2019-06-03";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";2313265,673
"558";"2019-06-03";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";44,39
"559";"2019-06-04";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";1982566,39
"560";"2019-06-04";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";27,28
"561";"2019-06-05";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";2277272,872
"562";"2019-06-05";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";50,3
"563";"2019-06-06";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";1482617,012
"564";"2019-06-06";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";16,36
"565";"2019-06-07";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";1652805,192
"566";"2019-06-07";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";30,47
"567";"2019-06-08";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";1763696,59
"568";"2019-06-08";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";30,43
"569";"2019-06-09";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";2068524,505
"570";"2019-06-09";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";30,21
"571";"2019-06-10";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";1712546,328
"572";"2019-06-10";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";27,32
"573";"2019-06-11";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"Cost";1704646,674
"574";"2019-06-11";"Hebe";"Hebe drogerie matka z corka w sklepie rozmawiaja przez telefon www 300619";30;"TRP";27,43
